,title,question,answer
1616,Gottfried Heinrich Graf zu Pappenheim,In which district is Treuchtlingen located?,Weißenburg-Gunzenhausen
1617,Gottfried Heinrich Graf zu Pappenheim,When did Gustavus Adolphus become King of Sweden?,1611
1618,Gottfried Heinrich Graf zu Pappenheim,What is the capital and largest city of Bavaria?,Munich
1619,Gottfried Heinrich Graf zu Pappenheim,When did Bavaria become a state of the Federal Republic of Germany?,1949
1620,Gottfried Heinrich Graf zu Pappenheim,What is the Altmühl?,"The Altmühl is a river in Bavaria, Germany."
1621,Gottfried Heinrich Graf zu Pappenheim,What nickname was Gustavus Adolphus given due to his involvement in the Thirty Years' War?,The Lion from the North
1622,Gottfried Heinrich Graf zu Pappenheim,Where does the Altmühl river originate?,The source of the Altmühl is close to the town of Ansbach.
1623,Gottfried Heinrich Graf zu Pappenheim,What is the source of the Rhine River?,The Rhine River begins in the Swiss canton of Graubünden in the southeastern Swiss Alps.
1624,Gottfried Heinrich Graf zu Pappenheim,What is Gustavus Adolphus often regarded as in the context of military history?,One of the greatest military commanders in modern history
1625,Gottfried Heinrich Graf zu Pappenheim,"Who built the Pleissenburg, and in which century was it constructed?",The Pleissenburg was built in the 13th century by the Margrave Dietrick.
1626,Gottfried Heinrich Graf zu Pappenheim,Where is Vöcklabruck located?,"Vöcklabruck is located in the western part of Upper Austria, close to the A1 Autobahn and the B1 highway."
1627,Gottfried Heinrich Graf zu Pappenheim,What stands on the site of the former Pleissenburg today?,The New Town Hall stands today on the site where the Pleissenburg stood.
1628,Gottfried Heinrich Graf zu Pappenheim,What significant geographical feature is associated with the Altmühl in the Franconian Jura?,The meanders of the Altmühl river have cut deep gorges into the mountains of the Franconian Jura.
1629,Gottfried Heinrich Graf zu Pappenheim,What significant event happened in Treuchtlingen on 23 February 1945?,"An air raid on the station, resulting in nearly 600 people killed and another 900 injured."
1630,Gottfried Heinrich Graf zu Pappenheim,What significant educational and cultural institutions are located in Wolfenbüttel?,"Wolfenbüttel houses the Jägermeister distillery, a campus of the Ostfalia University of Applied Sciences, and the Landesmusikakademie of Lower Saxony."
1631,Gottfried Heinrich Graf zu Pappenheim,What is the population of Gmunden as of 2016?,"13,204"
1632,Gottfried Heinrich Graf zu Pappenheim,How long is the Rhine River and what is its average discharge?,"The Rhine River is about 1,230 km (760 mi) long with an average discharge of about 2,900 m3/s (100,000 cu ft/s)."
1633,Gottfried Heinrich Graf zu Pappenheim,How did Vöcklabruck get its name?,"Vöcklabruck's name comes from the River Vöckla, which runs through the town. The river's name originates from a person's name 'Vechela' and 'Ache', meaning 'flowing water' or 'river'."
1634,Gottfried Heinrich Graf zu Pappenheim,What significant role did the Rhine River play in the Roman Empire?,"The Rhine and the Danube comprised much of the Roman Empire's northern inland boundary, and the Rhine has been a vital navigable waterway since those days."
1635,Gottfried Heinrich Graf zu Pappenheim,What is Wolfenbüttel best known for?,Wolfenbüttel is best known as the location of the Herzog August Library and for having the largest concentration of timber-framed buildings in Germany.
1636,Józef Oleksy,When was Warsaw's reconstructed Old Town listed as a World Heritage Site?,1980
1637,Józef Oleksy,What is the official name of Poland?,Republic of Poland
1638,Józef Oleksy,What is the capital city of Poland?,Warsaw
1639,Józef Oleksy,How many member states does the European Union have?,27
1640,Józef Oleksy,When was SGH Warsaw School of Economics founded?,1906
1641,Józef Oleksy,What is the official language of Lithuania?,Lithuanian
1642,Józef Oleksy,When did Lithuania first declare its independence in the 20th century?,1918
1643,Józef Oleksy,When did the office of the Marshal of the Sejm originate?,The office traces its origins to the 15th century.
1644,Józef Oleksy,How are members of the Sejm elected and for how long?,"Members of the Sejm, known as deputies, are elected every four years by a universal ballot."
1645,Józef Oleksy,Who is responsible for nominating and appointing the Prime Minister of Poland?,The president of Poland.
1646,Józef Oleksy,What is the Sejm and what role does it play in the Polish government?,"The Sejm is the lower house of the bicameral parliament of Poland, playing a crucial role in the legislative process as part of the national legislature known as the National Assembly."
1647,Józef Oleksy,What must the Prime Minister of Poland do within fourteen days following their appointment?,"Submit a programme outlining the government's agenda to the Sejm, requiring a vote of confidence."
1648,Józef Oleksy,What is the role of the Marshal of the Sejm in the Polish Parliament?,"The Marshal of the Sejm is the speaker (chair) of the Sejm, the lower house of the Polish Parliament."
1649,Józef Oleksy,What happens if the President of Poland is absent or disabled?,The Marshal of the Sejm becomes the Acting President of Poland.
1650,Józef Oleksy,What is the order of precedence of the Order of Polonia Restituta in Poland?,"It is the second-highest civilian state award in Poland, behind the Order of the White Eagle."
1651,Józef Oleksy,"What are the major cities of Lithuania besides its capital, Vilnius?","Kaunas, Klaipėda, Šiauliai, and Panevėžys"
1652,Józef Oleksy,What is the population of Warsaw within its greater metropolitan area?,3.27 million residents
1653,Józef Oleksy,When was the Polish United Workers' Party founded?,December 1948
1654,Józef Oleksy,What was the main goal of the Polish United Workers' Party?,To create a Communist society and help propagate Communism worldwide.
1655,Alicia de Larrocha,Where is the Los Angeles Philharmonic based?,"Los Angeles, California"
1656,Alicia de Larrocha,Who is the current music director of the Los Angeles Philharmonic?,Gustavo Dudamel
1657,Alicia de Larrocha,What is the original name of the Grammy Awards?,Gramophone Awards
1658,Alicia de Larrocha,When was the first Grammy Awards ceremony held?,"May 4, 1959"
1659,Alicia de Larrocha,Who owns Reuters?,Thomson Reuters Corporation
1660,Alicia de Larrocha,When was Reuters established and by whom?,Reuters was established in 1851 by Paul Reuter.
1661,Alicia de Larrocha,What is the primary aim of UNESCO?,"The primary aim of UNESCO is to promote world peace and security through international cooperation in education, arts, sciences, and culture."
1662,Alicia de Larrocha,How many journalists and photojournalists does Reuters employ?,"Reuters employs around 2,500 journalists and 600 photojournalists."
1663,Alicia de Larrocha,What major international event did Barcelona host in 1992?,The 1992 Summer Olympics
1664,Alicia de Larrocha,When and where was Enrique Granados born?,"27 July 1867 in Lleida, Spain"
1665,Alicia de Larrocha,"What was the final masterpiece composed by Isaac Albéniz, and what is it known for?","Iberia (1908), a suite of twelve piano 'impressions'."
1666,Alicia de Larrocha,What musical era do Antonio Soler's works span?,late Baroque and early Classical music eras
1667,Alicia de Larrocha,What languages are officially recognized in Catalonia?,"The official languages in Catalonia are Catalan, Spanish, and the Aranese dialect of Occitan."
1668,Alicia de Larrocha,How were the Grammy Awards named?,"From a mail-in contest, named after the gramophone"
1669,Alicia de Larrocha,What was unique about the studios of Hispavox located in Madrid?,The studios were known among fans as Sonido Torrelaguna.
1670,Alicia de Larrocha,What is the population of Barcelona within city limits?,1.6 million
1671,Alicia de Larrocha,When was Antonio Soler baptized?,3 December 1729
1672,Alicia de Larrocha,What led to the formation of the Radio Corporation of America (RCA) in 1919?,"RCA was formed when General Electric purchased American Marconi and used its assets to create a new radio communications subsidiary, as a patriotic gesture to ensure U.S. control over radio communications."
1673,Alicia de Larrocha,Since when has the Los Angeles Philharmonic presented world premieres and commissioned new works?,"Since the opening of the Walt Disney Concert Hall on October 23, 2003"
1674,Alicia de Larrocha,What are some of the Spanish folk music idioms Isaac Albéniz is best known for incorporating into his piano works?,"Asturias (Leyenda), Granada, Sevilla, Cadiz, Córdoba, Cataluña, Mallorca, and Tango in D"
1675,"Waleran III, Duke of Limburg",How many times was Theobald I married?,Three times
1676,Werner Janensch,What river does Berlin build along?,The Spree river
1677,Werner Janensch,When did Berlin become the capital of Germany after reunification?,1990
1678,Werner Janensch,What does the generic name 'Brachiosaurus' mean?,arm lizard
1679,Werner Janensch,Is there any remaining part of the Deutschlandsender Herzberg/Elster's mast?,"Yes, the basement of the mast is still there."
1680,Werner Janensch,Where did Dicraeosaurus live?,"Dicraeosaurus lived in what is now the Lindi Region, Tanzania."
1681,Werner Janensch,What was significant about the mast of the Deutschlandsender Herzberg/Elster?,It was the second tallest construction in the world at the time.
1682,Werner Janensch,What makes Waldfriedhof Dahlem distinct in terms of its flora?,It is densely planted with conifers.
1683,Werner Janensch,What was Edwin Hennig's role during World War I?,He was a military geologist.
1684,Werner Janensch,What notable physical characteristic did Brachiosaurus have compared to other sauropods?,longer forelimbs than hindlimbs
1685,Werner Janensch,What notable facility was located in Herzberg (Elster) from 1939 to 1945?,"The Deutschlandsender Herzberg/Elster, a huge longwave transmitter"
